Source Name	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[population]	Characteristics[coriell id]	Material Type	Protocol REF	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[MD5]	Factor Value[immunoprecipitate]	Factor Value[coriell id]
NA12383_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12383	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12383_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12383_H3K4me1	sequencing assay	IP_12383_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_H3K4me1_merge_sorted.bam	134e8b1eca1bf5647e464681668d8e62	H3K4me1	NA12383
NA12383_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12383	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12383_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12383_H3K4me3	sequencing assay	IP_12383_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_H3K4me3_merge_sorted.bam	898d981dfc9bb5605d1d857e38f21bc3	H3K4me3	NA12383
NA12383_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12383	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12383_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12383_PU.1	sequencing assay	IP_12383_PU1_120605_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_PU1_120605_6_sorted.bam	f66546c67ca31ea649a10abfd333bb5b	PU.1	NA12383
NA12383_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12383	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12383_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12383_RPB2	sequencing assay	IP_12383_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12383_RPB2_merge_sorted.bam	f1185a113fa9105c8895c1ecb0234ba7	RPB2	NA12383
NA12489_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12489	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12489_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12489_H3K27ac	sequencing assay	IP_12489_H3K27ac_120628_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_H3K27ac_120628_6_sorted.bam	568bfc22170bb56fb9848095fbfa93eb	H3K27ac	NA12489
NA12489_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12489	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12489_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12489_H3K4me1	sequencing assay	IP_12489_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_H3K4me1_merge_sorted.bam	71a8755d8dd954712f6cab719be13f1b	H3K4me1	NA12489
NA12489_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12489	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12489_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12489_H3K4me3	sequencing assay	IP_12489_H3K4me3_120605_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_H3K4me3_120605_7_sorted.bam	dc9f5c184bd0357690ef6fa0e5fd4cdc	H3K4me3	NA12489
NA12489_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12489	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12489_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12489_PU.1	sequencing assay	IP_12489_PU1_120605_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_PU1_120605_7_sorted.bam	734ecf4ddc67c2a47eb7b533a2206759	PU.1	NA12489
NA12489_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12489	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12489_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12489_RPB2	sequencing assay	IP_12489_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12489_RPB2_merge_sorted.bam	91bd0b61debc3026f0fa7f15c344616c	RPB2	NA12489
NA12750_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12750	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12750_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12750_H3K27ac	sequencing assay	IP_12750_H3K27ac_120628_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_H3K27ac_120628_6_sorted.bam	e76f2756fc05d21b7f57cbd8d1b46cb6	H3K27ac	NA12750
NA12750_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12750	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12750_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12750_H3K4me1	sequencing assay	IP_12750_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_H3K4me1_merge_sorted.bam	a7e995f524b31984db5bf6a8c337dfa4	H3K4me1	NA12750
NA12750_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12750	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12750_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12750_H3K4me3	sequencing assay	IP_12750_H3K4me3_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_H3K4me3_merge_sorted.bam	44ded60d1331957788b9e77765401bee	H3K4me3	NA12750
NA12750_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12750	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12750_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12750_PU.1	sequencing assay	IP_12750_PU1_120521_1_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_PU1_120521_1_sorted.bam	6924766ad9532c2a28c6c8f05ac78e52	PU.1	NA12750
NA12750_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12750	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12750_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12750_RPB2	sequencing assay	IP_12750_RPB2_120515_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12750_RPB2_120515_4_sorted.bam	14fcfd30d63830b6e8ad869761fc1848	RPB2	NA12750
NA12760_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12760	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12760_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12760_H3K27ac	sequencing assay	IP_12760_H3K27ac_120628_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_H3K27ac_120628_3_sorted.bam	5a56155f723d78227eb76f041f2eb3b3	H3K27ac	NA12760
NA12760_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12760	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12760_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12760_H3K4me1	sequencing assay	IP_12760_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_H3K4me1_merge_sorted.bam	dadaefb5788ba059858574d160c35a6f	H3K4me1	NA12760
NA12760_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12760	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12760_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12760_H3K4me3	sequencing assay	IP_12760_H3K4me3_120521_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_H3K4me3_120521_3_sorted.bam	d189ac3c3920861e54ff2ad1238da529	H3K4me3	NA12760
NA12760_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12760	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12760_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12760_PU.1	sequencing assay	IP_12760_PU1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_PU1_merge_sorted.bam	0044abc5095800c978a59d70700f8b2a	PU.1	NA12760
NA12760_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12760	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12760_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12760_RPB2	sequencing assay	IP_12760_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12760_RPB2_merge_sorted.bam	fe96503951c0127224abd655345c2bf0	RPB2	NA12760
NA12761_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12761	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12761_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12761_H3K27ac	sequencing assay	IP_12761_H3K27ac_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_H3K27ac_merge_sorted.bam	6c50c017632c3fe988bb1ade437b6778	H3K27ac	NA12761
NA12761_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12761	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12761_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12761_H3K4me1	sequencing assay	IP_12761_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_H3K4me1_merge_sorted.bam	cd55171274c53c9e411d67d147e66cfa	H3K4me1	NA12761
NA12761_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12761	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12761_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12761_H3K4me3	sequencing assay	IP_12761_H3K4me3_120521_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_H3K4me3_120521_2_sorted.bam	f9fb6442a68437457564b0d4b2b292da	H3K4me3	NA12761
NA12761_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12761	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12761_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12761_PU.1	sequencing assay	IP_12761_PU1_120521_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_PU1_120521_2_sorted.bam	050a829b5895fee267ae22699f57b95d	PU.1	NA12761
NA12761_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12761	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12761_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12761_RPB2	sequencing assay	IP_12761_RPB2_120726_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12761_RPB2_120726_2_sorted.bam	c1aa3c4e8c17c14a4b8f84c75d5f06de	RPB2	NA12761
NA12762_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12762	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12762_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12762_H3K27ac	sequencing assay	IP_12762_H3K27ac_120628_6_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_H3K27ac_120628_6_sorted.bam	d582d40c52ed9bcd99e9b604c8c803c8	H3K27ac	NA12762
NA12762_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12762	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12762_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12762_H3K4me1	sequencing assay	IP_12762_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_H3K4me1_merge_sorted.bam	2c07da0d9ea4960844c6fa8e1bad5df2	H3K4me1	NA12762
NA12762_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12762	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12762_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12762_H3K4me3	sequencing assay	IP_12762_H3K4me3_120521_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_H3K4me3_120521_3_sorted.bam	5c742a52869092d39633b96131ed4320	H3K4me3	NA12762
NA12762_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12762	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12762_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12762_PU.1	sequencing assay	IP_12762_PU1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_PU1_merge_sorted.bam	336ad6de0fedfd918dbd55adc4bea287	PU.1	NA12762
NA12762_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12762	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12762_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12762_RPB2	sequencing assay	IP_12762_RPB2_120515_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12762_RPB2_120515_8_sorted.bam	8de0f2542bc0a2e7a9ee15d36d4d7757	RPB2	NA12762
NA12763_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12763	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12763_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12763_H3K27ac	sequencing assay	IP_12763_H3K27ac_120628_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_H3K27ac_120628_7_sorted.bam	903e32589a24c94f35b4c638daeb3c3d	H3K27ac	NA12763
NA12763_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12763	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12763_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12763_H3K4me1	sequencing assay	IP_12763_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_H3K4me1_merge_sorted.bam	d39f5d26f57e4485d983bd6c3a84007e	H3K4me1	NA12763
NA12763_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12763	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12763_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12763_H3K4me3	sequencing assay	IP_12763_H3K4me3_120605_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_H3K4me3_120605_7_sorted.bam	0ac0cf90abbbad89f81d12dd4b2a6bf5	H3K4me3	NA12763
NA12763_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12763	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12763_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12763_PU.1	sequencing assay	IP_12763_PU1_120612_4_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_PU1_120612_4_sorted.bam	359ab17539acb4c2c33ac0c91f0b8791	PU.1	NA12763
NA12763_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12763	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12763_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12763_RPB2	sequencing assay	IP_12763_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12763_RPB2_merge_sorted.bam	9ccc673bbd94b376cd7ab41bb42f4482	RPB2	NA12763
NA12776_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12776	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12776_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12776_H3K27ac	sequencing assay	IP_12776_H3K27ac_120628_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_H3K27ac_120628_7_sorted.bam	91260d29e497117de974adea3a58688c	H3K27ac	NA12776
NA12776_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12776	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12776_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12776_H3K4me1	sequencing assay	IP_12776_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_H3K4me1_merge_sorted.bam	58750435e7b4b3f2b731d148369c9a7c	H3K4me1	NA12776
NA12776_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12776	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12776_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12776_H3K4me3	sequencing assay	IP_12776_H3K4me3_120521_2_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_H3K4me3_120521_2_sorted.bam	1e74f8a759e84868520f753d92b980ef	H3K4me3	NA12776
NA12776_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12776	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12776_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12776_PU.1	sequencing assay	IP_12776_PU1_120605_5_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_PU1_120605_5_sorted.bam	db09808efa12a12ef2e804a4882496f5	PU.1	NA12776
NA12776_RPB2	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12776	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12776_RPB2	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12776_RPB2	sequencing assay	IP_12776_RPB2_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12776_RPB2_merge_sorted.bam	9b81e958fa6f578ce9982ff3fdaa9409	RPB2	NA12776
NA12812_H3K27ac	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12812	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12812_H3K27ac	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12812_H3K27ac	sequencing assay	IP_12812_H3K27ac_120628_7_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_H3K27ac_120628_7_sorted.bam	1cd1317dd2cd491770d2cb1ca8f03b6b	H3K27ac	NA12812
NA12812_H3K4me1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12812	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12812_H3K4me1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12812_H3K4me1	sequencing assay	IP_12812_H3K4me1_merge_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_H3K4me1_merge_sorted.bam	1fb3f6a8fd2ea3e85b09b98d6b2c3d0e	H3K4me1	NA12812
NA12812_H3K4me3	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12812	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12812_H3K4me3	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12812_H3K4me3	sequencing assay	IP_12812_H3K4me3_120521_3_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_H3K4me3_120521_3_sorted.bam	ee0465d30de9a8e9915aec8acbfeea63	H3K4me3	NA12812
NA12812_PU.1	Homo sapiens	lymphoblastoid cell line	lymphoblast	CEU	NA12812	cell	P-MTAB-45218	P-MTAB-45219	Dept Medical Genetics, University of Geneva	NA12812_PU.1	SINGLE	ChIP	GENOMIC	not applicable	ChIP-Seq	P-MTAB-45220	Dept Medical Genetics, University of Geneva	NA12812_PU.1	sequencing assay	IP_12812_PU1_120605_8_sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_12812_PU1_120605_8_sorted.bam	7e78144baed04e5f4b1bbb023044e4b8	PU.1	NA12812
